Pos	Channel	Cell	MothCell	BirthFr	DivFr	Lb	Lri	Lrt	Lc	Ld	Tri	Trt	Tn	Tc	Td	Tn-Trt	Tc-Trt	Tc-Tn	(Tn-Trt)/Td	(Tc-Trt)/ Td	(Tc-Tn)/ Td
13	2	11	5	7	71	1.304	1.586	1.972	1.972	2.478	310	510	510	580	640	0	70	70	0	0.109375	0.109375
13	2	13	1	37	94	1.273	1.525	1.865	1.865	2.41	270	460	460	470	570	0	10	10	0	0.01754386	0.01754386
13	2	13	13	96	195	1.217	2.011	2.501	2.494	3.062	670	830	840	900	990	10	70	60	0.01010101	0.070707071	0.060606061
13	2	14	2	50	148	1.314	1.841	2.023	2.07	2.732	510	770	800	920	980	30	150	120	0.030612245	0.153061224	0.12244898
13	2	16	13	96	180	1.285	1.745	1.988	2	2.868	500	690	700	750	840	10	60	50	0.011904762	0.071428571	0.05952381
13	2	17	1	101	167	1.493	1.838	2.322	2.335	2.772	390	570	560	590	660	-10	20	30	-0.015151515	0.03030303	0.045454545
13	3	7	7	34	127	1.894	2.586	3.044	3.044	3.642	580	770	770	880	930	0	110	110	0	0.11827957	0.11827957
13	3	7	7	128	171	1.93	2.273	2.601	2.833	3.053	210	330	360	350	430	30	20	-10	0.069767442	0.046511628	-0.023255814
13	3	13	7	127	170	1.736	2.075	2.243	2.448	2.96	170	280	350	360	430	70	80	10	0.162790698	0.186046512	0.023255814
13	3	13	13	170	238	1.383	2.085	2.487	2.572	3.147	360	560	580	590	680	20	30	10	0.029411765	0.044117647	0.014705882
